Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.29,Btrfs: open_ctree() error handling can oops on fs_info,file,1,3,2,Bug
2.6.29,Btrfs: fix stop searching test in replace_one_extent,balloc,1,7,6,Bug
2.6.29,Btrfs: change/remove typedef,misc->code,1,2,8,Maintenance
2.6.29,Btrfs: remove duplicated #include,misc->code,1,0,1,Maintenance
2.6.29,Btrfs: Fix infinite loop in btrfs_extent_post_op,balloc,1,3,1,Bug
2.6.29,Btrfs: fix locking issue in btrfs_remove_block_group,balloc,1,3,1,Bug
2.6.29,Btrfs: simplify iteration codes,misc->api,6,19,52,Maintenance
2.6.29,Btrfs: check return value for kthread_run() correctly,file,1,2,2,Bug
2.6.29,Btrfs: Remove extra KERN_INFO in the middle of a line,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: removed unused #include <version.h>'s,misc->code,11,0,11,Maintenance
2.6.29,Btrfs: cleanup xattr code,misc->code,1,12,2,Maintenance
2.6.29,Btrfs: MAINTAINERS entry,misc->doc,1,8,0,Maintenance
2.6.29,Btrfs: cleanup fs/btrfs/super.c::btrfs_control_ioctl(),super,1,3,2,Bug
2.6.29,Btrfs: fix ioctl arg size (userland incompatible change!),misc->code,2,10,7,Maintenance
2.6.29,Btrfs: Clear the device->running_pending flag before bailing on congestion,volume,1,1,0,Performance
2.6.29,btrfs: fix for write_super_lockfs/unlockfs error handling,misc->compile,1,6,4,Maintenance
2.6.29,Btrfs: explicitly mark the tree log root for writeback,journal->log,1,13,0,Bug
2.6.29,Btrfs: Drop the hardware crc32c asm code,misc->code,1,3,94,Maintenance
2.6.29,"Btrfs: Add Documentation/filesystem/btrfs.txt, remove old COPYING",misc->doc,3,91,404,Maintenance
2.6.29,Btrfs: kmap_atomic(KM_USER0) is safe for btrfs_readpage_end_io_hook,inode,1,3,3,Performance
2.6.29,"Btrfs: Don't use kmap_atomic(..., KM_IRQ0) during checksum verifies",misc->code,1,3,7,Maintenance
2.6.29,Btrfs: tree logging checksum fixes,misc->code,4,131,233,Maintenance
2.6.29,Btrfs: don't change file extent's ram_bytes in btrfs_drop_extents,file,1,0,4,Bug
2.6.29,Btrfs: Use btrfs_join_transaction to avoid deadlocks during snapshot creation,"inode,journal->transaction",2,2,2,Bug
2.6.29,Btrfs: drop remaining LINUX_KERNEL_VERSION checks and compat code,misc->code,2,0,29,Maintenance
2.6.29,Btrfs: drop EXPORT symbols from extent_io.c,misc->code,1,0,56,Maintenance
2.6.29,Btrfs: Fix checkpatch.pl warnings,misc->compile,33,770,898,Maintenance
2.6.29,Btrfs: Fix free block discard calls down to the block layer,balloc,1,48,51,Bug
2.6.29,Btrfs: avoid orphan inode caused by log replay,journal->log,1,6,1,Bug
2.6.29,Btrfs: avoid potential super block corruption,file,1,3,1,Bug
2.6.29,Btrfs: do not call kfree if kmalloc failed in btrfs_sysfs_add_super,misc->code,1,1,2,Maintenance
2.6.29,Btrfs: fix a memory leak in btrfs_get_sb,super,1,4,5,Bug
2.6.29,Btrfs: Fix typo in clear_state_cb,extent,1,1,1,Bug
2.6.29,Btrfs: Fix memset length in btrfs_file_write,file,1,1,1,Bug
2.6.29,Btrfs: update directory's size when creating subvol/snapshot,"ioctl,journal->transaction",2,8,0,Bug
2.6.29,Btrfs: add permission checks to the ioctls,"ioctl,super",2,26,2,Reliability
2.6.29,Btrfs: Fix compile warning around num_online_cpus() in a min statement,misc->compile,1,2,1,Maintenance
2.6.29,Btrfs: set EXTENT_BOUNDARY bit before marking extent delalloc.,balloc,1,2,3,Bug
2.6.29,Btrfs: properly update block accounting for metadata,balloc,1,13,3,Bug
2.6.29,Btrfs: Add missing mnt_drop_write in ioctl.c,ioctl,1,7,2,Bug
2.6.29,Btrfs: fix return value from btrfs_listxattr when buffer size is too small,xattr,1,1,1,Bug
2.6.29,Btrfs: shift all end_io work to thread pools,"file,extent,inode",4,57,46,Bug
2.6.29,Btrfs: properly check free space for tree balancing,"tree,file,journal->log",3,32,33,Bug
2.6.29,Btrfs: delete checksum items before marking blocks free,tree,2,7,3,Bug
2.6.29,Btrfs: Don't use spin*lock_irq for the delalloc lock,misc->api,0,0,0,Maintenance
2.6.29,Btrfs: Fix compressed writes on truncated pages,"inode,tree",2,6,4,Bug
2.6.29,Btrfs: fix nodatasum handling in balancing code,"balloc,file,inode",7,226,35,Reliability
2.6.29,Btrfs: shared seed device,volume,5,156,134,Feature
2.6.29,Btrfs: fix leaking block group on balance,"balloc,inode",7,88,118,Bug
2.6.29,Btrfs: mnt_drop_write in ioctl_trans_end,ioctl,1,2,0,Bug
2.6.29,Btrfs: Add checking of csum tree in balancing code,misc->code,2,6,4,Maintenance
2.6.29,Btrfs: Delete csum items when freeing extents,misc->code,4,335,41,Maintenance
2.6.29,Btrfs: Fix compressed checksum fsync log copies,"file,journal->log",2,7,1,Bug
2.6.29,Btrfs: Add inode sequence number for NFS and reserved space in a few structs,"tree,file,inode,volume",5,34,4,Feature
2.6.29,Btrfs: Use map_private_extent_buffer during generic_bin_search,tree,3,9,2,Bug
2.6.29,Btrfs: superblock duplication,"file,balloc,journal->log,journal->transaction,volume",8,279,119,Feature
2.6.29,Btrfs: move data checksumming into a dedicated tree,"other,file,inode,ioctl,journal->log",11,387,241,Performance
2.6.29,Btrfs: Fix sparse endian warnings in struct-funcs.c,misc->code,1,12,5,Maintenance
2.6.29,Btrfs: rev the disk format for the inode compat and csum selection changes,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: delete unused function: btrfs_invalidate_dcache_root,misc->code,1,0,25,Maintenance
2.6.29,Btrfs: add support for multiple csum algorithms,"tree,file,ioctl,journal->log",5,81,38,Feature
2.6.29,Btrfs: fix panic on error during mount,file,1,4,4,Bug
2.6.29,Btrfs: add support for compat flags to btrfs,file,2,42,7,Feature
2.6.29,Btrfs: btrfs: pass void __user * to btrfs_ioctl_clone_range,misc->code,0,0,0,Maintenance
2.6.29,Btrfs: clean up btrfs_ioctl a little bit,misc->code,1,6,5,Maintenance
2.6.29,Btrfs: corret fmode_t annotations,"super,volume",3,20,16,Reliability
2.6.29,Btrfs: fix shadowed variable declarations,misc->code,2,4,5,Maintenance
2.6.29,Btrfs: make things static and include the right headers,misc->code,13,68,67,Maintenance
2.6.29,Btrfs: remove unneeded btrfs_start_delalloc_inodes call,misc->code,1,0,1,Maintenance
2.6.29,Btrfs: remove unneeded total_trans,misc->code,1,0,4,Maintenance
2.6.29,Btrfs: sparse lock verification annotations for wait_on_state,extent,1,2,0,Reliability
2.6.29,Btrfs: Fix for lockdep warnings with alloc_mutex and pinned_mutex,balloc,2,19,14,Bug
2.6.29,Btrfs: only flush down bios for writeback pages,extent,1,2,1,Performance
2.6.29,Btrfs: Fix cow semantic in run_delalloc_nocow(),inode,1,2,2,Bug
2.6.29,Btrfs: Drop dirty roots created by log replay immediately when,file,1,5,0,Bug
2.6.29,Btrfs: compat code fixes,misc->compile,8,14,4,Maintenance
2.6.29,Btrfs: Use current_fsuid/gid,misc->compile,1,2,2,Maintenance
2.6.29,Btrfs: Fixes for 2.6.28-rc API changes,misc->api,7,74,46,Maintenance
2.6.29,Btrfs: fix free space accounting when unpinning extents,balloc,1,2,4,Bug
2.6.29,"Btrfs: Do fsync log replay when mount -o ro, except when on readonly media",file,1,23,8,Bug
2.6.29,Btrfs: Avoid writeback stalls,"file,extent,inode",3,23,20,Performance
2.6.29,Btrfs: switch back to wait_on_page_writeback to wait on metadata writes,journal->transaction,1,1,28,Performance
2.6.29,Btrfs: Update the disk format for the seed device and new root code,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: unplug all devices in the unplug call back,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: Some fixes for batching extent insert.,balloc,2,7,5,Bug
2.6.29,Btrfs: prevent loops in the directory tree when creating snapshots,"file,ioctl,tree",4,73,1,Reliability
2.6.29,Btrfs: Add backrefs and forward refs for subvols and snapshots,"tree,inode,ioctl,journal->transaction",5,172,32,Feature
2.6.29,Btrfs: Give each subvol and snapshot their own anonymous devid,misc->code,5,34,6,Maintenance
2.6.29,Btrfs: Allow subvolumes and snapshots anywhere in the directory tree,"tree,file,inode,ioctl,super,journal->transaction",8,162,65,Feature
2.6.29,Btrfs: Add some debugging around the ENOSPC bugs,balloc,1,3,0,Reliability
2.6.29,Btrfs: fix free space leak,balloc,1,8,0,Bug
2.6.29,Btrfs: Add a missing return pointer check,volume,1,2,0,Bug
2.6.29,Btrfs: Check kthread_should_stop() before schedule() in worker_loop,other,1,2,1,Bug
2.6.29,Btrfs: Fix race in btrfs_mark_extent_written,file,1,14,4,Bug
2.6.29,Btrfs: Seed device support,"tree,file,balloc,ioctl,super,volume",8,932,315,Feature
2.6.29,Btrfs: mount ro and remount support,"tree,file,balloc,inode,ioctl,super",7,163,58,Feature
2.6.29,Btrfs: batch extent inserts/updates/deletions on the extent root,"balloc,tree",3,909,93,Performance
2.6.29,Btrfs: allow clone of an arbitrary file range,ioctl,2,221,41,Feature
2.6.29,Btrfs: Fix handling of space info full during allocations,balloc,1,3,2,Bug
2.6.29,Btrfs: Improve metadata read latencies,"file,tree",2,7,7,Performance
2.6.29,Btrfs: Fix compile warnings on 32 bit machines,misc->compile,4,12,8,Maintenance
2.6.29,Btrfs: Fix starting search offset inside btrfs_drop_extents,file,1,1,1,Performance
2.6.29,Btrfs: empty_size allocation fixes again,balloc,1,4,3,Bug
2.6.29,Btrfs: tune btrfs unplug functions for a small number of devices,file,1,10,0,Performance
2.6.29,Btrfs: Turn off extent state leak debugging,extent,1,1,1,Performance
2.6.29,Btrfs: Fix usage of struct extent_map->orig_start,misc->code,2,6,1,Maintenance
2.6.29,Btrfs: Use invalidatepage when writepage finds a page outside of i_size,misc->api,2,2,5,Maintenance
2.6.29,Btrfs: Try harder while searching for free space,balloc,1,30,8,Bug
2.6.29,Btrfs: Fix use after free during compressed reads,other,1,6,1,Bug
2.6.29,Btrfs: Fix csum error for compressed data,"file,inode,other",4,8,4,Bug
2.6.29,Btrfs: Make sure pages are dirty before doing delalloc for them,extent,1,2,1,Bug
2.6.29,Btrfs: Don't substract too much from the allocation target (avoid wrapping),misc->code,1,5,5,Maintenance
2.6.29,Btrfs: Avoid unplug storms during commit,"journal->transaction,volume",2,31,2,Performance
2.6.29,Btrfs: Fix more false enospc errors and an oops from empty clustering,balloc,1,14,5,Bug
2.6.29,Btrfs: make sure compressed bios don't complete too soon,other,1,15,2,Bug
2.6.29,Btfs: More metadata allocator optimizations,balloc,1,18,10,Performance
2.6.29,Btrfs: enforce metadata allocation clustering,balloc,2,17,7,Performance
2.6.29,Btrfs: Optimize compressed writeback and reads,"other,file,extent,inode",11,849,207,Performance
2.6.29,Btrfs: Add ordered async work queues,"other,file,inode",5,158,31,Feature
2.6.29,Btrfs: rev the disk format for fallocate,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: Compression corner fixes,"other,extent,file,inode",4,35,9,Reliability
2.6.29,Btrfs: Add fallocate support v2,"tree,balloc,extent,file,inode,ioctl,log",10,563,117,Feature
2.6.29,Btrfs: update nodatacow code v2,misc->code,7,158,217,Maintenance
2.6.29,Btrfs: Fix bookend extent race v2,"balloc,extent,file,inode",4,43,32,Bug
2.6.29,Btrfs: update hole handling v2,misc->code,4,108,124,Maintenance
2.6.29,"Btrfs: Fix logic to avoid reading checksums for -o nodatasum,compress",inode,1,11,10,Bug
2.6.29,Btrfs: walk compressed pages based on the nr_pages count instead of bytes,misc->code,2,6,3,Maintenance
2.6.29,Btrfs: prevent looping forever in finish_current_insert and del_pending_extents,"balloc,journal->transaction",2,42,24,Bug
2.6.29,Btrfs: Rev the disk format for compression and root pointer generation fields,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: Add root tree pointer transaction ids,misc->code,6,39,7,Maintenance
2.6.29,Btrfs: nuke fs wide allocation mutex V2,"balloc,extent,tree,journal->log",11,250,216,Performance
2.6.29,Btrfs: fix enospc when there is plenty of space,balloc,2,132,191,Bug
2.6.29,Btrfs: Improve space balancing code,"balloc,tree",5,277,199,Performance
2.6.29,Btrfs: Add zlib compression support,other,22,2315,379,Feature
2.6.29,Btrfs: make tree_search_offset more flexible in its searching,balloc,1,2,2,Performance
2.6.29,Btrfs: Don't call security_inode_mkdir during subvol creation,misc->code,1,0,5,Maintenance
2.6.29,Btrfs: Fix subvolume creation locking rules,"inode,ioctl",3,100,14,Bug
2.6.29,Btrfs: Rev the disk format for the new back reference format,misc->code,1,1,1,Maintenance
2.6.29,Btrfs: Fix makefile for builing btrfs static,misc->compile,1,2,2,Maintenance
2.6.29,Btrfs: Fix leaf reference cache miss,inode,2,31,3,Performance
2.6.29,Btrfs: Remove offset field from struct btrfs_extent_ref,misc->code,8,115,144,Maintenance
2.6.29,Btrfs: Count space allocated to file in bytes,misc->code,6,33,39,Maintenance
2.6.29,Btrfs: cast bio->bi_sector to a u64 before shifting,"inode,volume",2,2,2,Bug
2.6.29,Btrfs: remove last_log_alloc allocator optimization,misc->code,3,0,9,Feature
2.6.29,Btrfs: O_DIRECT writes via buffered writes + invaldiate,misc->code,3,38,31,Maintenance
2.6.29,Btrfs: don't read leaf blocks containing only checksums during truncate,"inode,tree",3,193,32,Performance
2.6.29,Btrfs: fix deadlock between alloc_mutex/chunk_mutex,balloc,1,13,2,Bug
2.6.29,Btrfs: disk-io.c (open_ctree): avoid leaks upon allocation failure,file,1,2,0,Bug
2.6.29,Btrfs: disk-io.c (open_ctree): Don't deref. NULL upon failed kzalloc,file,1,2,1,Bug
2.6.29,Btrfs: fix multi-device code to use raid policies set by mkfs,balloc,2,15,1,Bug
2.6.29,Btrfs: fix seekiness due to finding the wrong block group,balloc,1,7,2,Performance
2.6.29,Btrfs: add and improve comments,misc->code,25,653,277,Maintenance
2.6.29,Btrfs: drop WARN_ON from btrfs_add_leaf_ref,misc->code,1,0,1,Maintenance
2.6.29,Btrfs: Wait for IO on the block device inodes of newly added devices,"file,inode,volume",4,22,4,Bug
2.6.29,Btrfs: update space balancing code,"tree,file,balloc,journal->transaction",7,1828,425,Performance
2.6.29,Btrfs: extent_map and data=ordered fixes for space balancing,ioctl,10,108,49,Performance
2.6.29,Btrfs: Add shared reference cache,tree,6,71,34,Feature
2.6.29,Btrfs: allocator fixes for space balancing update,balloc,2,67,71,Bug
2.6.29,Btrfs: Raise thresholds for metadata writeback,file,1,2,2,Performance
2.6.29,Btrfs: fix sleep with spinlock held during unmount,balloc,1,4,0,Bug
2.6.29,Remove Btrfs compat code for older kernels,misc->code,12,10,368,Maintenance
2.6.29,Btrfs: Fix allocation completions in tree log replay,balloc,1,34,0,Bug
2.6.30,Btrfs: Fix oops and use after free during space balancing,balloc,1,48,3,Bug
2.6.30,Btrfs: set device->total_disk_bytes when adding new device,volume,1,1,0,Bug
2.6.30,Btrfs: Spelling fix in btrfs_lookup_first_block_group comments,misc->code,1,1,1,Maintenance
2.6.30,Btrfs: make show_options result match actual option names,misc->code,1,2,2,Maintenance
2.6.30,Btrfs: remove outdated comment in btrfs_ioctl_resize(),misc->code,1,0,4,Maintenance
2.6.30,Btrfs: remove some WARN_ONs in the IO failure path,misc->code,2,0,3,Maintenance
2.6.30,Btrfs: Don't loop forever on metadata IO failures,tree,1,36,3,Bug
2.6.30,Btrfs: init inode ordered_data_close flag properly,inode,1,1,0,Bug
2.6.30,Btrfs: look for acls during btrfs_read_locked_inode,inode,1,62,0,Performance
2.6.30,Btrfs: fix acl caching,"inode,xattr",2,15,7,Performance
2.6.30,Btrfs: Fix a bunch of printk() warnings.,misc->compile,5,40,23,Maintenance
2.6.30,Btrfs: Fix a trivial warning using max() of u64 vs ULL.,misc->code,1,1,1,Maintenance
2.6.30,Btrfs: remove unused btrfs_bit_radix slab,misc->code,1,0,8,Maintenance
2.6.30,Btrfs: ratelimit IO error printks,"file,inode",2,31,17,Reliability
2.6.30,Btrfs: remove #if 0 code,misc->code,3,1,188,Maintenance
2.6.30,"Btrfs: When shrinking, only update disk size on success",volume,2,27,11,Bug
2.6.30,Btrfs: fix deadlocks and stalls on dead root removal,journal->transaction,1,6,0,Bug
2.6.30,Btrfs: fix fallocate deadlock on inode extent lock,"file,inode",5,29,17,Bug
2.6.30,Btrfs: kill btrfs_cache_create,misc->api,3,28,43,Maintenance
2.6.30,Btrfs: don't export symbols,misc->code,1,0,6,Maintenance
2.6.30,Btrfs: simplify makefile,misc->compile,1,2,17,Maintenance
2.6.30,Btrfs: try to keep a healthy ratio of metadata vs data block groups,balloc,4,42,2,Feature
2.6.30,Btrfs: fix btrfs fallocate oops and deadlock,"file,inode",2,31,9,Bug
2.6.30,btrfs: use memdup_user(),misc->api,2,16,46,Maintenance
2.6.30,Btrfs: use the right node in reada_for_balance,tree,1,12,5,Performance
2.6.30,Btrfs: fix oops on pamapping->host during writepage,extent,1,32,8,Bug
2.6.30,Btrfs: add a priority queue to the async thread helpers,"other,file,extent,file",5,56,15,Performance
2.6.30,Btrfs: use WRITE_SYNC for synchronous writes,"extent,volume,file,inode",5,141,46,Performance
2.6.30,Btrfs: BUG to BUG_ON changes,misc->api,3,3,6,Maintenance
2.6.30,Btrfs: remove dead code,misc->code,1,0,1,Maintenance
2.6.30,Btrfs: remove dead code,misc->code,1,0,2,Maintenance
2.6.30,Btrfs: fix typos in comments,misc->code,3,14,12,Maintenance
2.6.30,Btrfs: remove unused ftrace include,misc->code,2,0,2,Maintenance
2.6.30,Btrfs: fix __ucmpdi2 compile bug on 32 bit builds,misc->compile,1,5,11,Maintenance
2.6.30,Btrfs: free inode struct when btrfs_new_inode fails,inode,1,4,1,Bug
2.6.30,Btrfs: fix race in worker_loop,other,1,5,1,Bug
2.6.30,Btrfs: add flushoncommit mount option,journal->transaction,3,15,5,Feature
2.6.30,Btrfs: notreelog mount option,journal->log,3,15,1,Feature
2.6.30,Btrfs: introduce btrfs_show_options,misc->code,1,33,1,Maintenance
2.6.30,Btrfs: rework allocation clustering,"tree,file,balloc,journal->transaction",6,509,74,Performance
2.6.30,Btrfs: Optimize locking in btrfs_next_leaf(),tree,1,65,23,Performance
2.6.30,Btrfs: break up btrfs_search_slot into smaller pieces,misc->code,1,131,90,Maintenance
2.6.30,Btrfs: kill the pinned_mutex,"file,balloc,journal->log",4,1,16,Performance
2.6.30,Btrfs: kill the block group alloc mutex,balloc,3,83,157,Performance
2.6.30,Btrfs: clean up find_free_extent,misc->code,1,96,170,Maintenance
2.6.30,Btrfs: free space cache cleanups,misc->code,2,44,51,Maintenance
2.6.30,Btrfs: unplug in the async bio submission threads,volume,1,13,1,Performance
2.6.30,Btrfs: keep processing bios for a given bdev if our proc is batching,volume,1,27,0,Performance
2.6.30,Btrfs: try to free metadata pages when we free btree blocks,tree,1,4,0,Performance
2.6.30,Btrfs: add extra flushing for renames and truncates,"inode,tree,file,journal->transaction",8,288,7,Bug
2.6.30,btrfs: get rid of current_is_pdflush() in btrfs_btree_balance_dirty,misc->code,1,1,1,Maintenance
2.6.30,Btrfs: make sure btrfs_update_delayed_ref doesn't increase ref_mod,balloc,2,8,3,Bug
2.6.30,Btrfs: optimize fsyncs on old files,journal->log,1,44,1,Performance
2.6.30,Btrfs: tree logging unlink/rename fixes,"inode,file,journal->log",7,372,98,Reliability
2.6.30,Btrfs: Make sure i_nlink doesn't hit zero too soon during log replay,journal->log,1,11,0,Bug
2.6.30,Btrfs: limit balancing work while flushing delayed refs,tree,1,9,3,Reliability
2.6.30,Btrfs: readahead checksums during btrfs_finish_ordered_io,inode,1,33,2,Performance
2.6.30,Btrfs: leave btree locks spinning more often,"tree,file,balloc,extent,inode",14,172,96,Performance
2.6.30,Btrfs: Only let very young transactions grow during commit,journal->transaction,1,10,3,Performance
2.6.30,Btrfs: Check for a blocking lock before taking the spin,tree,1,8,2,Performance
2.6.30,Btrfs: reduce stack in cow_file_range,misc->code,1,7,8,Maintenance
2.6.30,Btrfs: reduce stalls during transaction commit,"inode,journal->transaction,balloc",4,80,8,Performance
2.6.30,Btrfs: process the delayed reference queue in clusters,"balloc,file,journal->transaction",6,226,113,Performance
2.6.30,Btrfs: try to cleanup delayed refs while freeing extents,misc->code,3,87,3,Maintenance
2.6.30,Btrfs: reduce stack usage in some crucial tree balancing functions,misc->code,1,278,180,Maintenance
2.6.30,Btrfs: do extent allocation and reference count updates in the background,"tree,balloc,file,journal->transaction",11,1234,1140,Performance
2.6.30,Btrfs: don't preallocate metadata blocks during btrfs_search_slot,"tree,journal->transaction",3,21,85,Performance
2.6.30,Btrfs: stop spinning on mutex_trylock and let the adaptive code spin for us,misc->code,1,0,10,Maintenance
2.6.31,btrfs: fix inode rbtree corruption,inode,1,14,7,Bug
2.6.31,Btrfs: fix balancing oops when invalidate_inode_pages2 returns EBUSY,tree,1,7,2,Bug
2.6.31,Btrfs: correct error-handling zlib error handling,other,1,3,3,Bug
2.6.31,Btrfs: remove superfluous NULL pointer check in btrfs_rename(),misc->code,1,1,2,Maintenance
2.6.31,Btrfs: make sure the async caching thread advances the key,balloc,1,17,4,Bug
2.6.31,Btrfs: fix btrfs_remove_from_free_space corner case,tree,1,64,9,Bug
2.6.31,Btrfs: be more polite in the async caching threads,balloc,3,14,2,Performance
2.6.31,Btrfs: preserve commit_root for async caching,misc->code,4,14,10,Maintenance
2.6.31,Btrfs: Fix async caching interaction with unmount,"balloc,file",2,6,1,Bug
2.6.31,Btrfs: change how we unpin extents,balloc,4,46,113,Bug
2.6.31,Btrfs: Correct redundant test in add_inode_ref,misc->code,1,1,1,Maintenance
2.6.31,Btrfs: find smallest available device extent during chunk allocation,volume,1,10,2,Reliability
2.6.31,Btrfs: clear all space_info->full after removing a block group,balloc,1,2,1,Bug
2.6.31,Btrfs: make flushoncommit mount option correctly wait on ordered_extents,journal->transaction,1,5,3,Bug
2.6.31,Btrfs: Avoid delayed reference update looping,tree,1,1,4,Bug
2.6.31,Btrfs: Fix ordering of key field checks in btrfs_previous_item,misc->code,1,2,2,Maintenance
2.6.31,Btrfs: find_free_dev_extent doesn't handle holes at the start of the device,volumne,1,7,3,Bug
2.6.31,Btrfs: Remove code duplication in comp_keys,misc->code,1,1,13,Maintenance
2.6.31,Btrfs: async block group caching,"tree,balloc,journal->transaction",6,439,124,Performance
2.6.31,Btrfs: use hybrid extents+bitmap rb tree for free space,"balloc,tree",4,826,216,Performance
2.6.31,Btrfs: Fix crash on read failures at mount,file,1,10,0,Bug
2.6.31,Btrfs: remove of redundant btrfs_header_level,misc->code,1,3,3,Maintenance
2.6.31,Btrfs: adjust NULL test,inode,1,1,1,Bug
2.6.31,Btrfs: Remove broken sanity check from btrfs_rmap_block(),misc->code,1,0,20,Maintenance
2.6.31,Btrfs: convert nested spin_lock_irqsave to spin_lock,misc->api,1,2,2,Maintenance
2.6.31,Btrfs: make sure all dirty blocks are written at commit time,"balloc,journal->transaction",2,42,37,Bug
2.6.31,Btrfs: fix locking issue in btrfs_find_next_key,tree,2,65,33,Bug
2.6.31,Btrfs: fix double increment of path->slots[0] in btrfs_next_leaf,misc->code,0,0,0,Maintenance
2.6.31,Btrfs: properly update space information after shrinking device.,volume,1,2,2,Bug
2.6.31,Btrfs: fix definition of struct btrfs_extent_inline_ref,misc->code,1,1,1,Maintenance
2.6.31,Btrfs: fix error message formatting,misc->code,1,1,1,Maintenance
2.6.31,Btrfs: fix use after free in btrfs_start_workers fail path,other,1,1,1,Bug
2.6.31,Btrfs: honor nodatacow/sum mount options for new files,inode,1,7,6,Bug
2.6.31,Btrfs: update backrefs while dropping snapshot,"balloc,tree,journal->transaction",4,395,181,Bug
2.6.31,Btrfs: account for space we may use in fallocate,inode,1,11,1,Bug
2.6.31,Btrfs: fix the file clone ioctl for preallocated extents,ioctl,1,4,2,Bug
2.6.31,Btrfs: don't log the inode in file_write while growing the file,file,1,4,1,Performance
2.6.31,switch btrfs to inode->i_acl,misc->api,4,9,27,Maintenance
2.6.31,btrfs: properly register fs backing device,file,1,21,5,Bug
2.6.31,Btrfs: always update root items for fs trees at commit time,journal->transaction,1,6,6,Bug
