Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.10,[PATCH] don't divide by 0 when trying to mount ext3,super,1,18,12,Bug
2.6.10,[PATCH] EXT3 compiler warning fix,misc->compile,0,0,0,Maintenance
2.6.10,"[PATCH] ""Bad"" naming of structures and functions in ext3 reservation code",misc->code,0,0,0,Maintenance
2.6.10,Revert recent ext3_dx_readdir changes,dir,1,5,8,Bug
2.6.10,[PATCH] reduce ext3 log spamming (blank lines),misc->code,0,0,0,Maintenance
2.6.10,[PATCH] fix ext2/ext3 memory leak,super,1,3,0,Bug
2.6.11,[PATCH] Fix of quota deadlock on pagelock: ext3,super,3,135,32,Bug
2.6.11,[PATCH] ext3: cleanup handling of aborted transactions.,super,1,9,4,Reliability
2.6.11,[PATCH] ext3: handle attempted delete of bitmap blocks.,inode,4,28,13,Reliability
2.6.11,[PATCH] ext3: support for EA in inode,xattr,6,625,38,Feature
2.6.11,[PATCH] Ext(23): apply umask to symlinks with ACLs configured out,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] remove dead ext3_put_inode prototype,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] ext3 htree telldir() fix,dir,1,6,2,Bug
2.6.11,[PATCH] sched: ext3: fix scheduling latencies in ext3,"balloc,inode,dir,super",7,38,8,Performance
2.6.11,[PATCH] ext3: use generic_open_file to fix possible preemption bugs,file,1,1,15,Bug
2.6.11,[PATCH] ext3 cleanups,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] ext3/ea: revert old ea-in-inode patch,xattr,6,67,646,Feature
2.6.11,[PATCH] ext3/EA: mbcache cleanup,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] ext3/EA: Race in ext(23) xattr sharing code,xattr,3,90,37,Bug
2.6.11,[PATCH] ext3/EA: Ext3: do not use journal_release_buffer,xattr,1,67,75,Bug
2.6.11,[PATCH] ext3/EA: Ext3: factor our common xattr code; unnecessary lock,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] ext3/EA: Ext[23]: no spare xattr handler slots needed,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] ext3/EA: Cleanup and prepare ext3 for in-inode xattrs,xattr,1,353,362,Feature
2.6.11,[PATCH] ext3/EA: Hide ext3_get_inode_loc in_mem option,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] ext3/EA: In-inode extended attributes for ext3,xattr,6,448,174,Feature
2.6.11,[PATCH] Minor ext3 speedup,balloc,1,9,11,Performance
2.6.11,[PATCH] ext3: commit superblock before panicking,super,1,3,3,Bug
2.6.11,[PATCH] ext2/ext3: block allocator startup fix,balloc,1,1,1,Performance
2.6.11,[PATCH] ext3/ea: no lock needed when freeing inode,xattr,1,0,2,Performance
2.6.11,[PATCH] ext3/ea: set the EXT3_FEATURE_COMPAT_EXT_ATTR for in-inode xattrs,xattr,1,1,1,Bug
2.6.11,[PATCH] ext3/ea: documentation fix,misc->doc,0,0,0,Maintenance
2.6.11,[PATCH] ext3/ea: ix i_extra_isize check,xattr,1,4,6,Bug
2.6.11,[PATCH] ext3/ea: disallow in-inode attributes for reserved inodes,inode,1,24,9,Reliability
2.6.11,[PATCH] ext3: fix ea-in-inode default ACL creation,xattr,1,7,0,Bug
2.6.11,[PATCH] ext2/ext3 ACLs: remove the number of acl entries limit,misc->code,0,0,0,Maintenance
2.6.11,[PATCH] fix ext3 quota allocation bug on error path ...,xattr,1,6,2,Bug
2.6.12,[PATCH] Avoid console spam with ext3 aborted journal.,super,1,9,1,Reliability
2.6.12,[PATCH] revert ext3-writepages-support-for-writeback-mode,inode,3,1,60,Bug
2.6.12,[PATCH] ext3: remove unnecessary race then retry in ext3_get_block,misc->code,0,0,0,Maintenance
2.6.12,[PATCH] Fix acl Oops,xattr,1,2,0,Bug
2.6.13,[PATCH] ext3: drop quota references before releasing inode,inode,1,2,0,Bug
2.6.13,[PATCH] ext3: fix options parsing,super,2,74,10,Bug
2.6.13,[PATCH] ext3 xattr: Don't write to the in-inode xattr space of reserved inodes,inode,1,1,1,Reliability
2.6.13,[PATCH] ext3: reduce allocate-with-reservation lock latencies,"balloc,file",2,67,72,Performance
2.6.13,[PATCH] coverity: fs/ext3/super.c: match_int return check,super,1,2,1,Bug
2.6.13,[PATCH] quota: ext3: Improve quota credit estimates,"inode,dir,super,xattr",7,60,36,Feature
2.6.13,[PATCH] Support for dx directories in ext3_get_parent (NFSD),dir,1,10,2,Bug
2.6.14,[PATCH] Fix ext3_new_inode() failure paths,inode,1,14,15,Bug
2.6.14,[PATCH] ext3: EXT3_DEBUG build fixes,misc->compile,2,6,6,Maintenance
2.6.14,[PATCH] ext3: ext3_show_options fix,super,1,5,6,Bug
2.6.14,[PATCH] ext3: Enable atomic inode security labeling,"inode,xattr",3,38,0,Feature
2.6.14,[PATCH] disk quotas fail when /etc/mtab is symlinked to /proc/mounts,super,2,83,11,Feature
2.6.15,[PATCH] ext3: fix mount options documentation,misc->doc,1,13,13,Maintenance
2.6.15,[PATCH] ext3: Wrong return value for EXT3_IOC_GROUP_ADD,resize,1,1,0,Bug
2.6.15,[PATCH] ext3: journal handling on error path in ext3_journalled_writepage(),inode,1,3,1,Bug
2.6.15,"[PATCH] remove CONFIG_EXT{2,3}_CHECK",misc->code,7,2,260,Maintenance
2.6.15,[PATCH] Test for sb_getblk return value,"inode,resize",2,18,1,Bug
2.6.15,[PATCH] ext3: sparse fixes,misc->compile,8,29,6,Maintenance
2.6.15,[PATCH] Locking problems while EXT3FS_DEBUG on,"balloc,inode",3,3,6,Bug
2.6.15,[PATCH] Fix ext3 warning for unused var,misc->compile,1,16,10,Maintenance
2.6.16,[PATCH] ext3: fix nobh mode for chattr +j inodes,inode,1,8,9,Bug
2.6.16,[PATCH] ext3: ext3_symlink should use GFP_NOFS allocations inside,dir,3,15,3,Bug
2.6.16,[PATCH] Fix two ext\[23\] uninitialized warnings,misc->compile,2,2,2,Maintenance
2.6.16,[PATCH] ext3: remove d_splice_alias NULL check from ext3_lookup,misc->code,1,1,4,Maintenance
2.6.16,[PATCH] ext3: fix documentation of online resizing,misc->doc,1,2,2,Maintenance
2.6.16,[PATCH] fs/ext3/: small cleanups,misc->code,4,7,12,Maintenance
2.6.16,"[PATCH] Docs update: small spelling, formating etc fixes for filesystems/ext3.txt",misc->doc,1,90,88,Maintenance
2.6.16,[PATCH] remove ext3 xattr permission checks,misc->code,3,0,23,Maintenance
2.6.16,[PATCH] ext3: use sbi instead of EXT3_SB() in resize code.,misc->api,1,5,5,Maintenance
2.6.16,[PATCH] ext3: remove trailing newlines from ext3_warning() calls,misc->code,3,15,15,Maintenance
2.6.16,[PATCH] ext3: external journal device as a mount option,super,2,49,10,Feature
2.6.17,[PATCH] ext3 resize: fix double unlock_super(),resize,1,0,1,Bug
2.6.17,[PATCH] Update ext2/ext3/jbd MAINTAINERS entries,misc->doc,1,7,1,Maintenance
2.6.17,[PATCH] ext3: multile block allocate little endian fixes,inode,1,8,5,Bug
2.6.17,"[PATCH] protect ext3 ioctl modifying append_only, immutable, etc. with i_mutex",ioctl,1,14,4,Bug
2.6.17,[PATCH] forgotten ->b_data in memcpy() call in ext3/resize.c (oopsable),resize,1,1,1,Bug
2.6.17,[PATCH] ext3: Fix missed mutex unlock,resize,1,1,0,Bug
2.6.17,"[PATCH] ext3: ""nobh"" writeback support for filesystems blocksize < pagesize",super,1,0,6,Bug
2.6.17,[PATCH] ext3: multi-block get_block(),misc->api,1,4,12,Maintenance
2.6.17,[PATCH] ext3: cleanups and WARN_ON(),misc->code,1,114,125,Maintenance
2.6.17,[PATCH] ext3_get_blocks: Adjust reservation window size for mblocks,balloc,1,31,1,Feature
2.6.17,[PATCH] ext3_get_blocks: Adjust accounting info in ext3_new_blocks(),balloc,1,19,12,Feature
2.6.17,[PATCH] ext3_get_blocks: support multiple blocks allocation in ext3_new_block(),balloc,2,40,11,Feature
2.6.17,[PATCH] ext3_get_blocks: multiple block allocation,inode,1,193,77,Feature
2.6.17,[PATCH] ext3_get_blocks: Mapping multiple blocks at a once,"dir,inode",3,82,34,Feature
2.6.17,[PATCH] ext3: Fix debug logging-only compilation error,misc->compile,1,3,3,Maintenance
2.6.17,[PATCH] ext3: Properly report backup block present in a group,balloc,1,33,7,Bug
2.6.17,[PATCH] fast ext3_statfs,super,1,4,3,Performance
2.6.17,[PATCH] convert ext3's truncate_sem to a mutex,misc->api,5,16,15,Maintenance
2.6.17,[PATCH] ext3_readdir: use generic readahead,dir,4,32,32,Performance
2.6.18,[PATCH] ext3 sequential read regression fix,inode,1,1,1,Performance
2.6.18,[PATCH] knfsd: Make ext3 reject filehandles referring to invalid inode number,super,1,42,0,Reliability
2.6.18,[PATCH] ext3_getblk() should handle HOLE correctly,inode,1,7,4,Bug
2.6.18,[PATCH] ext3 filesystem bogus ENOSPC with reservation fix,balloc,1,3,3,Bug
2.6.18,[PATCH] ext3 -nobh option causes oops,inode,1,3,3,Bug
2.6.18,[PATCH] ext3: avoid triggering ext3_error on bad NFS file handle,"dir,inode",3,29,8,Reliability
2.6.18,[PATCH] Remove leftover ext3 acl declarations,misc->code,1,0,3,Maintenance
2.6.18,[PATCH] lockdep: annotate the quota code,super,1,1,1,Reliability
2.6.18,"[PATCH] ext3: Add ""-o bh"" option",super,2,13,1,Feature
2.6.18,[PATCH] ext3: cleanup dead code in ext3_add_entry(),misc->code,1,1,3,Maintenance
2.6.18,[PATCH] ext3_fsblk_t: the rest of in-kernel filesystem blocks conversion,misc->api,8,96,88,Maintenance
2.6.18,"[PATCH] ext3_fsblk_t: filesystem, group blocks and bug fixes","balloc,inode,resize,super,xattr",8,177,149,Feature
2.6.18,[PATCH] ext3: remove inconsistent space before exclamation point in mount code,misc->code,1,1,1,Maintenance
2.6.18,[PATCH] Avoid disk sector_t overflow for >2TB ext3 filesystem,"resize,super",2,20,0,Reliability
2.6.18,[PATCH] percpu counter data type changes to suppport more than 2**31 ext3 free blocks counter,misc->api,5,58,53,Maintenance
2.6.18,[PATCH] ext3_clear_inode(): avoid kfree(NULL),misc->code,1,12,11,Maintenance
2.6.18,Remove private struct dx_hash_info from public view in <linux/ext3_fs.h>,misc->code,1,2,1,Maintenance
2.6.18,Don't include private headers from user-visible part of linux/ext3_fs.h,misc->code,1,2,5,Maintenance
2.6.18,\[RBTREE\] Update ext3 to use rb_parent() accessor macro.,misc->api,1,1,1,Maintenance
2.6.19,[PATCH] ext3: errors behaviour fix,super,1,2,0,Bug
2.6.19,[PATCH] BLOCK: Move the Ext3 device ioctl compat stuff to the Ext3 driver (try #6),misc->code,5,66,28,Maintenance
2.6.19,[PATCH] ext3: make meta data reads use READ_META,misc->code,2,5,3,Maintenance
2.6.19,[PATCH] more ext3 16T overflow fixes,"balloc,resize",2,23,6,Reliability
2.6.19,[PATCH] ext3: Fix sparse warnings,misc->code,4,14,15,Maintenance
2.6.19,[PATCH] ext3: More whitespace cleanups,misc->code,14,48,48,Maintenance
2.6.19,[PATCH] ext3: wrong error behavior,super,1,6,5,Bug
2.6.19,[PATCH] ext3: more comments about block allocation/reservation code,misc->code,1,247,45,Maintenance
2.6.19,[PATCH] ext3: turn on reservation dump on block allocation errors,balloc,1,8,4,Reliability
2.6.19,[PATCH] ext3: inode numbers are unsigned long,"dir,inode,super,xattr",5,27,26,Bug
2.6.19,[PATCH] fix ext3 mounts at 16T,super,1,19,15,Bug
2.6.19,[PATCH] ext3 and jbd cleanup: remove whitespace,misc->code,17,307,307,Maintenance
2.6.20,"[PATCH] ext3: change uses of f_{dentry, vfsmnt} to use f_path",misc->api,4,8,8,Maintenance
2.6.20,[PATCH] ext3 balloc: fix _with_rsv freeze,balloc,1,1,1,Bug
2.6.20,[PATCH] ext3 balloc: use io_error label,misc->code,1,2,4,Maintenance
2.6.20,[PATCH] ext3 balloc: say rb_entry not list_entry,misc->api,1,3,3,Maintenance
2.6.20,[PATCH] ext3 balloc: fix off-by-one against rsv_end,balloc,1,1,1,Bug
2.6.20,[PATCH] ext3 balloc: fix off-by-one against grp_goal,balloc,1,2,2,Bug
2.6.20,[PATCH] ext3 balloc: reset windowsz when full,balloc,1,1,0,Bug
2.6.20,[PATCH] ext3/4: don't do orphan processing on readonly devices,super,1,6,0,Bug
2.6.20,[PATCH] ext3: fix reservation extension,balloc,1,8,4,Bug
2.6.20,[PATCH] retries in ext3_prepare_write() violate ordering requirements,inode,1,75,10,Bug
2.6.20,[PATCH] ext3: uninline large functions,misc->api,3,77,60,Maintenance
2.6.20,[PATCH] handle ext3 directory corruption better,dir,2,12,0,Reliability
2.6.20,[PATCH] Remove superfluous lock_super() in extN xattr code,xattr,1,1,4,Performance
2.6.20,[PATCH] ext3: fsid for statvfs,super,1,5,0,Bug
2.6.21,"[PATCH] revert ""retries in ext3_prepare_write() violate ordering requirements""",inode,1,10,75,Bug
2.6.21,"[PATCH] ""ext[34]: EA block reference count racing fix"" performance fix",xattr,1,2,1,Performance
2.6.21,[PATCH] ext[34]: EA block reference count racing fix,xattr,1,25,16,Bug
2.6.21,[PATCH] ext[234]: update documentation,misc->doc,1,1,1,Maintenance
2.6.21,[PATCH] remove ext[34]_inc_count and _dec_count,misc->api,1,3,18,Maintenance
2.6.21,[PATCH] return ENOENT from ext3_link when racing with unlink,dir,1,6,0,Reliability
2.6.21,[PATCH] fix umask when noACL kernel meets extN tuned for ACLs,super,1,4,0,Bug
2.6.21,[PATCH] ext3: refuse ro to rw remount of fs with orphan inodes,super,1,16,0,Bug
2.6.22,ext3: lost brelse in ext3_read_inode(),inode,1,3,1,Bug
2.6.22,ext3: use zero_user_page,misc->api,1,2,10,Maintenance
2.6.22,ext3: copy i_flags to inode flags on write,"inode,ioctl",3,32,0,Bug
2.6.22,ext3: dirindex error pointer issues,dir,2,30,22,Bug
2.6.22,ext2/3/4: fix file date underflow on ext2 3 filesystems on 64 bit systems,inode,1,3,3,Bug
2.6.23,ext34: ensure do_split leaves enough free space in both blocks,dir,1,35,4,Bug
2.6.23,dir_index: error out instead of BUG on corrupt dx dirs,dir,2,60,8,Reliability
2.6.23,quota: fix infinite loop,super,1,10,1,Bug
2.6.23,fix inode_table test in ext234_check_descriptors,super,1,1,1,Bug
2.6.23,readahead: convert ext3/ext4 invocations,dir,1,8,6,Performance
2.6.23,ext3: statfs speed up,super,2,17,10,Performance
2.6.23,ext3: fix error handling in ext3_create_journal(),misc->code,1,5,2,Maintenance
2.6.23,is_power_of_2: ext3/super.c,misc->api,1,2,1,Maintenance
2.6.23,ext3: remove extra IS_RDONLY() check,misc->code,1,1,1,Maintenance
2.6.23,ext3: fix deadlock in ext3_remount() and orphan list handling,super,1,8,0,Bug
2.6.23,ext3/ext4: orphan list corruption due bad inode,dir,1,10,0,Bug
2.6.23,ext3/ext4: orphan list check on destroy_inode,super,1,8,0,Reliability
2.6.24,"ext3, ext4: avoid divide by zero",super,1,1,1,Bug
2.6.24,Fix 64KB blocksize in ext3 directories,dir,3,70,52,Bug
2.6.24,Forbid user to change file flags on quota files,ioctl,1,5,0,Reliability
2.6.24,"Revert ""ext2/ext3/ext4: add block bitmap validation""",balloc,1,4,44,Performance
2.6.24,ext3: new export ops,misc->api,0,0,0,Maintenance
2.6.24,documentation/ext3: grammar fixes,misc->doc,0,0,0,Maintenance
2.6.24,JBD/ext3 cleanups: convert to kzalloc,misc->api,0,0,0,Maintenance
2.6.24,ext3: fix setup_new_group_blocks locking,resize,1,3,3,Bug
2.6.24,ext3: support large blocksize up to PAGESIZE,super,2,7,3,Feature
2.6.24,ext3: lighten up resize transaction requirements,resize,1,49,2,Reliability
2.6.24,ext3: remove #ifdef CONFIG_EXT3_INDEX,misc->code,0,0,0,Maintenance
2.6.24,Fix f_version type: should be u64 instead of unsigned long,dir,1,1,1,Bug
2.6.24,ext2/ext3/ext4: add block bitmap validation,balloc,1,42,13,Reliability
2.6.24,remove unused bh in calls to ext234_get_group_desc,misc->code,0,0,0,Maintenance
2.6.24,ext3: show all mount options,super,2,71,0,Feature
2.6.24,lib: percpu_counter_init error handling,super,1,15,6,Bug
2.6.24,lib: percpu_counter_sum_positive,misc->api,0,0,0,Maintenance
2.6.24,lib: percpu_counter_sub,super,1,1,1,Bug
2.6.24,lib: percpu_counter_add,misc->api,0,0,0,Maintenance
2.6.24,ext3: convert to new aops,misc->code,0,0,0,Maintenance
2.6.25,ext3: don't export ext3_fs.h and jbd.h,misc->code,0,0,0,Maintenance
2.6.25,ext3: fix wrong gfp type under transaction,"resize,xattr",3,8,8,Bug
2.6.25,ext3: fix mount option parsing,super,1,1,1,Bug
2.6.25,ext3: replace all adds to little endians variables with le*_add_cpu,misc->api,0,0,0,Maintenance
2.6.25,iget: stop EXT3 from using iget() and read_inode(),"inode,dir,resize,super",6,89,72,Reliability
2.6.25,ext3: fix lock inversion in direct IO,inode,1,52,54,Bug
2.6.25,ext3: remove unused code from ext3_find_entry(),misc->code,0,0,0,Maintenance
2.6.25,ext[234]: cleanup ext[234]_bg_num_gdb(),misc->api,0,0,0,Maintenance
2.6.25,ext[234]: remove unused argument for ext[234]_find_goal(),misc->api,0,0,0,Maintenance
2.6.25,ext[234]: use ext[234]_get_group_desc(),misc->code,0,0,0,Maintenance
2.6.25,ext[234]: fix comment for nonexistent variable,misc->code,0,0,0,Maintenance
2.6.25,ext3: change the default behaviour on error,super,1,8,8,Reliability
2.6.25,ext3: return after ext3_error in case of failures,balloc,1,6,2,Bug
2.6.25,ext3: add block bitmap validation,balloc,1,70,8,Reliability
2.6.25,ext3: Fix the max file size for ext3 file system.,super,1,28,4,Bug
2.6.26,ext3: add missing unlock to error path in ext3_quota_write(),super,1,3,1,Bug
2.6.26,ext3: fix online resize bug,resize,1,2,1,Bug
2.6.26,ext3/4: fix uninitialized bs in ext3/4_xattr_set_handle(),xattr,1,5,0,Bug
2.6.26,ext3: fix test ext_generic_write_end() copied return value,inode,1,8,6,Bug
2.6.26,ext3: replace remaining __FUNCTION__ occurrences,misc->code,0,0,0,Maintenance
2.6.26,ext3: fix mount messages when quota disabled,misc->code,0,0,0,Maintenance
2.6.26,ext3: retry block allocation if new blocks are allocated from system zone,balloc,1,10,5,Bug
2.6.26,ext3: fix hang on umount with quotas when journal is aborted,super,1,7,1,Bug
2.6.26,ext3: fix update of mtime and ctime on rename,dir,1,2,0,Bug
2.6.26,fs/ext3: use BUG_ON,misc->api,0,0,0,Maintenance
2.6.26,ext3: check ext3_journal_get_write_access() errors,dir,1,7,2,Bug
2.6.26,ext3: use ext3_get_group_desc(),misc->api,0,0,0,Maintenance
2.6.26,ext3: add missing ext3_journal_stop(),resize,1,1,0,Bug
2.6.26,ext3: use ext3_group_first_block_no(),misc->api,0,0,0,Maintenance
2.6.26,make ext3_xattr_list() static,misc->api,0,0,0,Maintenance
2.6.26,ext3: convert byte order of constant instead of variable,misc->code,0,0,0,Maintenance
2.6.26,ext3: fdatasync should skip metadata writeout when overwriting,file,1,3,0,Performance
2.6.26,quota: ext3: make ext3 handle quotaon on remount,misc->code,0,0,0,Maintenance
2.6.27,ext3: validate directory entry data before use,dir,1,12,10,Bug
2.6.27,ext3: kill 2 useless magic numbers,misc->code,0,0,0,Maintenance
2.6.27,ext3: handle deleting corrupted indirect blocks,inode,1,15,1,Bug
2.6.27,ext3: don't read inode block if the buffer has a write error,inode,1,10,0,Bug
2.6.27,ext3: handle corrupted orphan list at mount,inode,3,24,6,Bug
2.6.27,ext3: remove double definitions of xattr macros,misc->code,0,0,0,Maintenance
2.6.27,ext3: improve some code in rb tree part of dir.c,misc->code,0,0,0,Maintenance
2.6.27,ext3: correct mount option parsing to detect when quota options can be changed,super,1,22,7,Bug
2.6.27,ext3: fix typos in messages and comments (journalled -> journaled),misc->code,0,0,0,Maintenance
2.6.27,ext3: fix synchronization of quota files in journal=data mode,super,1,27,8,Bug
2.6.28,ext3: Clean up outdated and incorrect comment for ext3_write_super(),misc->code,1,2,5,Maintenance
2.6.28,ext3: wait on all pending commits in ext3_sync_fs,super,1,5,6,Bug
2.6.28,ext3: fix a bug accessing freed memory in ext3_abort,super,1,7,3,Bug
2.6.28,ext3: Fix duplicate entries returned from getdents() system call,dir,1,8,12,Bug
2.6.28,ext3 quota support: fix compile failure,misc->compile,1,1,1,Feature
2.6.28,ext3: add checks for errors from jbd,"ioctl,super",2,27,8,Bug
2.6.28,[PATCH] get rid of on-stack fake dentry in ext3_get_parent(),dir,1,33,37,Reliability
2.6.28,ext3: avoid printk floods in the face of directory corruption,dir,1,7,3,Reliability
2.6.28,ext3: truncate block allocated on a failed ext3_write_begin,inode,1,7,0,Bug
2.6.28,ext3: fix ext3_dx_readdir hash collision handling,dir,1,15,5,Bug
2.6.28,ext3: add an option to control error handling on file data,super,5,28,0,Feature
2.6.28,ext3: fix ext3 block reservation early ENOSPC issue,balloc,1,2,1,Bug
2.6.28,ext3: don't try to resize if there are no reserved gdt blocks left,resize,1,2,1,Reliability
2.6.29,trivial: fix bad links in the ext2 and ext3 documentation,misc->doc,0,0,0,Maintenance
2.6.29,"ext3: revert ""ext3: wait on all pending commits in ext3_sync_fs""",super,1,6,5,Performance
2.6.29,ext3: Add sanity check to make_indexed_dir,dir,1,14,6,Bug
2.6.29,generic swap(): ext3: remove local swap() macro,misc->api,0,0,0,Maintenance
2.6.29,ext3: tighten restrictions on inode flags,"inode,ioctl",3,20,8,Reliability
2.6.29,ext3: don't inherit inappropriate inode flags from parent,inode,2,8,1,Bug
2.6.29,ext3: allocate ->s_blockgroup_lock separately,super,2,11,3,Performance
2.6.29,ext3: Add default allocation routines for quota structures,misc->code,0,0,0,Maintenance
2.6.29,ext3: Use sb_any_quota_loaded() instead of sb_any_quota_enabled(),misc->api,0,0,0,Maintenance
2.6.29,ext3: provide function to release metadata pages under memory pressure,super,1,21,0,Reliability
2.6.29,nfsd race fixes: ext3,"inode,dir",2,19,2,Bug
2.6.29,ext3: ensure fast symlinks are NUL-terminated,inode,1,5,2,Reliability
2.6.29,ext3/4: Fix loop index in do_split() so it is signed,misc->compile,0,0,0,Maintenance
2.6.29,ext3: Add support for non-native signed/unsigned htree hash algorithms,"dir,super",5,114,11,Feature
2.6.30,ext3: Try to avoid starting a transaction in writepage for data=writepage,inode,1,18,5,Performance
2.6.30,ext3: make default data ordering mode configurable,misc->code,0,0,0,Maintenance
2.6.30,ext3: Add replace-on-rename hueristics for data=writeback mode,dir,1,5,1,Reliability
2.6.30,ext3: Add replace-on-truncate hueristics for data=writeback mode,"file,inode",3,8,0,Reliability
2.6.30,ext3: avoid false EIO errors,inode,1,74,65,Bug
2.6.30,ext3: return -EIO not -ESTALE on directory traversal through deleted inode,dir,1,10,2,Bug
2.6.30,ext3: use unsigned instead of int for type of blocksize in fs/ext3/namei.c,misc->api,0,0,0,Maintenance
2.6.30,ext3: remove the BKL in ext3/ioctl.c,ioctl,4,24,44,Performance
2.6.30,trivial: document ext3 semantics of 'ro' option a bit better,misc->doc,0,0,0,Maintenance
2.6.30,ext3: Avoid starting a transaction in writepage when not necessary,inode,1,13,5,Performance
2.6.30,ext3: Use lowercase names of quota functions,misc->api,0,0,0,Maintenance
2.6.30,ext3: Remove unnecessary quota functions,misc->code,0,0,0,Maintenance
2.6.31,ext3: Improve error message that changing journaling mode on remount is not possible,super,1,27,13,Reliability
2.6.31,ext3: Update Kconfig description of EXT3_DEFAULTS_TO_ORDERED,misc->doc,0,0,0,Maintenance
2.6.31,ext3: Get rid of extenddisksize parameter of ext3_get_blocks_handle(),misc->api,0,0,0,Maintenance
2.6.31,ext3: Fix truncation of symlinks after failed write,inode,1,10,9,Bug
2.6.31,switch ext3 to inode->i_acl,misc->code,0,0,0,Maintenance
2.6.31,ext3: make sure inode is deleted from orphan list after truncate,inode,1,11,9,Bug
