Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.25,ext4: fix up EXT4FS_DEBUG builds,misc->compile,3,12,12,Maintenance
2.6.25,ext4: Fix ext4_show_options to show the correct mount options.,super,1,15,11,Bug
2.6.25,ext4: Add EXT4_IOC_MIGRATE ioctl,"extent,ioctl",6,572,3,Feature
2.6.25,ext4: Add inode version support in ext4,"inode,super",5,45,22,Feature
2.6.25,ext4: Take read lock during overwrite case.,inode,1,24,8,Performance
2.6.25,ext4: Convert truncate_mutex to read write semaphore.,"extent,file,inode,ioctl,super",8,53,43,Performance
2.6.25,ext4: Make ext4_get_blocks_wrap take the truncate_mutex early.,"extent,inode",3,16,64,Bug
2.6.25,ext4: remove unused code from ext4_find_entry(),misc->code,1,0,4,Maintenance
2.6.25,ext4: Check for the correct error return from,extent,1,5,5,Bug
2.6.24,ext4: add block bitmap validation,balloc,1,81,18,Reliability
2.6.25,ext4: Change the default behaviour on error,super,1,8,8,Reliability
2.6.25,ext4: fix oops on corrupted ext4 mount,super,1,11,0,Reliability
2.6.25,ext4/super.c: fix #ifdef's (CONFIG_EXT4_* -> CONFIG_EXT4DEV_*),misc->code,0,0,0,Maintenance
2.6.25,ext4: Return after ext4_error in case of failures,balloc,1,6,2,Bug
2.6.25,ext4: sync up block group descriptor with e2fsprogs.,misc->code,1,5,0,Maintenance
2.6.25,ext4: export iov_shorten from kernel for ext4's use,misc->code,1,1,0,Maintenance
2.6.25,ext4: store maxbytes for bitmapped  files and return EFBIG as appropriate,"file,inode",4,35,2,Reliability
2.6.25,ext4: different maxbytes functions for bitmap & extent	files,misc->code,1,42,3,Maintenance
2.6.25,ext4: Support large files,"super,inode",3,33,11,Feature
2.6.25,ext4: Add support for 48 bit inode i_blocks.,"super,inode",3,119,11,Feature
2.6.25,ext4: Rename i_dir_acl to i_size_high,misc->api,4,34,38,Maintenance
2.6.25,ext4: Rename i_file_acl to i_file_acl_lo,misc->api,2,3,3,Maintenance
2.6.25,ext4: Fix sparse warnings.,misc->code,0,0,0,Maintenance
2.6.25,ext4: Introduce ext4_update_*_feature,misc->api,0,0,0,Maintenance
2.6.25,ext4: fixes block group number being set to a negative value,misc->code,1,53,48,Maintenance
2.6.25,"ext4: add ext4_group_t, and change all group variables to this type.","balloc,inode,resize,super",9,91,87,Feature
2.6.25,ext4 extents: remove unneeded casts,misc->code,1,22,27,Maintenance
2.6.25,ext4: Introduce ext4_lblk_t,"dir,extent,inode,dir,super",8,143,226,Feature
2.6.25,ext4: Avoid rec_len overflow with 64KB block size,dir,3,63,46,Bug
2.6.25,ext4: Support large blocksize up to PAGESIZE,super,2,7,2,Feature
2.6.26,ext4: add missing unlock to an error path in ext4_quota_write(),super,1,3,1,Bug
2.6.26,Ext4: Fix online resize block group descriptor corruption,resize,1,2,1,Bug
2.6.26,ext4: enable barriers by default,misc->code,2,19,4,Maintenance
2.6.26,ext4: Display the journal_async_commit mount option in /proc/mounts,misc->code,1,2,0,Maintenance
2.6.26,ext4: fix online resize bug,resize,1,2,1,Bug
2.6.26,ext4: Fix uninit block group initialization with FLEX_BG,balloc,1,62,9,Bug
2.6.26,ext4: Fix use of uninitialized data with debug enabled.,misc->code,1,4,4,Maintenance
2.6.26,ext4: Retry block allocation if new blocks are allocated from system zone.,balloc,2,47,17,Bug
2.6.26,ext3/4: fix uninitialized bs in ext3/4_xattr_set_handle(),xattr,1,5,0,Bug
2.6.26,ext4: mballoc fix mb_normalize_request algorithm for 1KB block size filesystems,balloc,1,9,10,Performance
2.6.26,ext4: fix typos in messages and comments (journalled -> journaled),misc->code,1,7,7,Maintenance
2.6.26,ext4: fix synchronization of quota files in journal=data mode,super,1,27,8,Bug
2.6.26,ext4: Fix mount messages when quota disabled,misc->code,1,4,1,Maintenance
2.6.26,ext4: correct mount option parsing to detect when quota options can be changed,super,1,20,6,Bug
2.6.26,ext4: fix hot spins in mballoc after err_freebuddy and err_freemeta,balloc,1,3,5,Bug
2.6.26,ext4: fix test ext_generic_write_end() copied return value,inode,1,8,6,Bug
2.6.26,ext4: Move mballoc headers/structures to a seperate header file mballoc.h,misc->code,2,305,295,Maintenance
2.6.26,ext4: cleanup for compiling mballoc with verification and debugging #defines,misc->compile,1,6,6,Maintenance
2.6.26,ext4: don't use ext4_error in ext4_check_descriptors,super,1,13,16,Bug
2.6.26,ext4: mark inode dirty after initializing the extent tree,inode,1,7,6,Bug
2.6.26,ext4: update ctime and mtime for truncate with extents.,extent,1,2,0,Bug
2.6.26,ext4: Don't do GFP_NOFS allocations after taking ext4_lock_group,balloc,1,15,14,Bug
2.6.26,ext4: move headers out of include/linux,misc->code,32,2021,2024,Maintenance
2.6.26,ext4: fix wrong gfp type under transaction,"extent,resize,xattr",4,9,9,Bug
2.6.26,ext4: Fix hang on umount with quotas when journal is aborted,super,1,7,1,Bug
2.6.26,ext4: Fix update of mtime and ctime on rename,dir,1,3,0,Bug
2.6.26,ext4: replace remaining __FUNCTION__ occurrences,misc->code,10,97,97,Maintenance
2.6.26,ext4: remove duplicate include of ext4_fs_i.h header file,misc->code,1,0,2,Maintenance
2.6.26,ext4: make ext4_xattr_list() static,misc->api,2,3,8,Maintenance
2.6.26,ext4: remove extra define of ext4_new_blocks_old from mballoc.c,misc->code,1,0,2,Maintenance
2.6.26,ext4: check ext4_journal_get_write_access() errors,dir,1,7,2,Bug
2.6.26,ext4: use ext4_get_group_desc(),misc->api,1,3,17,Maintenance
2.6.26,ext4: use ext4_group_first_block_no(),misc->api,2,5,7,Maintenance
2.6.26,ext4: convert byte order of constant instead of variable,misc->code,1,1,1,Maintenance
2.6.26,ext4: le*_add_cpu conversion,misc->api,0,0,0,Maintenance
2.6.26,ext4:  Convert list_for_each_rcu() to list_for_each_entry_rcu(),misc->api,1,5,13,Maintenance
2.6.26,ext4: reduce mballoc stack usage with noinline_for_stack,misc->api,1,29,16,Maintenance
2.6.26,Convert ext4 to use unlocked_ioctl,ioctl,4,6,13,Performance
2.6.26,ext4: Cache the correct extent length for uninit extents,extent,1,43,5,Bug
2.6.26,ext4: Return unwritten buffer head when trying to read from prealloc space.,extent,1,2,0,Bug
2.6.26,ext4: make ext4_ext_get_blocks always return <= max_blocks,extent,1,11,1,Bug
2.6.26,ext4: Fix fallocate to update the file size in each transaction,extent,1,38,51,Bug
2.6.26,ext4: Fix race between migration and mmap write,"extent,inode",3,47,6,Bug
2.6.26,ext4: zero out small extents when writing to prealloc area.,extent,1,63,0,Performance
2.6.26,ext4: ENOSPC error handling for writing to an uninitialized extent,extent,1,99,7,Reliability
2.6.26,ext4: Enable extent format for symlinks.,misc->code,2,4,2,Maintenance
2.6.26,ext4: Fix fallocate error path,extent,1,24,2,Bug
2.6.26,ext4: fix mount option parsing,super,1,1,1,Bug
2.6.26,ext4: fdatasync should skip metadata writeout when overwriting,file,1,3,0,Performance
2.6.26,ext4: check return of ext4_orphan_get properly,super,1,2,2,Bug
2.6.26,ext4: use non-racy method for proc entries creation,balloc,1,4,11,Bug
2.6.26,quota: ext4: make ext4 handle quotaon on remount,misc->code,1,8,7,Maintenance
2.6.27,ext4: remove write-only variables from ext4_ordered_write_end,misc->code,1,0,4,Maintenance
2.6.27,ext4: Update documentation to remind users to update mke2fs.conf,misc->doc,1,6,0,Maintenance
2.6.27,ext4: Fix small file fragmentation,"balloc,inode",2,61,13,Performance
2.6.27,ext4: Initialize writeback_index to 0 when allocating a new inode,inode,1,1,0,Bug
2.6.27,ext4: make sure ext4_has_free_blocks returns 0 for ENOSPC,balloc,1,3,0,Performance
2.6.27,ext4: journal credit fix for the delayed allocation's writepages() function,"extent,inode",2,58,24,Reliability
2.6.27,ext4: Rework the ext4_da_writepages() function,inode,1,113,88,Reliability
2.6.27,"ext4: journal credits reservation fixes for DIO, fallocate","extent,inode",3,30,27,Bug
2.6.27,ext4: journal credits reservation fixes for extent file writepage,extent,3,49,62,Reliability
2.6.27,ext4: journal credits calulation cleanup and fix for non-extent writepage,inode,3,108,34,Bug
2.6.27,ext4: Fix bug where we return ENOSPC even though we have plenty of inodes,inode,1,1,1,Bug
2.6.27,ext4: don't try to resize if there are no reserved gdt blocks left,resize,1,2,1,Reliability
2.6.27,ext4: Use ext4_discard_reservations instead of mballoc-specific call,misc->api,1,1,1,Maintenance
2.6.27,ext4: Fix ext4_dx_readdir hash collision handling,dir,1,15,5,Bug
2.6.27,ext4: Fix delalloc release block reservation for truncate,inode,1,21,0,Bug
2.6.27,ext4: Fix potential truncate BUG due to i_prealloc_list being non-empty,inode,1,3,2,Bug
2.6.27,ext4: Handle unwritten extent properly with delayed allocation,inode,1,10,2,Bug
2.6.27,ext4: unexport jbd2_journal_update_superblock,misc->code,1,0,1,Maintenance
2.6.27,ext4: Cleanup whitespace and other miscellaneous style issues,misc->code,6,277,282,Maintenance
2.6.27,ext4: improve ext4_fill_flex_info() a bit,misc->code,1,3,4,Maintenance
2.6.27,ext4: Cleanup the block reservation code path,misc->code,2,67,42,Maintenance
2.6.27,ext4: don't assume extents can't cross block groups when truncating,extent,1,7,3,Bug
2.6.27,ext4: Fix lack of credits BUG() when deleting a badly fragmented inode,inode,1,29,1,Bug
2.6.27,ext4: Fix ext4_ext_journal_restart(),extent,1,1,1,Bug
2.6.27,ext4: fix ext4_da_write_begin error path,inode,1,5,2,Bug
2.6.27,ext4: don't read inode block if the buffer has a write error,inode,1,10,0,Bug
2.6.27,ext4: Don't allow lg prealloc list to be grow large.,balloc,2,193,30,Performance
2.6.27,ext4: Convert the usage of NR_CPUS to nr_cpu_ids.,misc->code,1,2,2,Maintenance
2.6.27,ext4: Improve error handling in mballoc,balloc,1,23,11,Reliability
2.6.27,ext4: lock block groups when initializing,"balloc,inode,super",4,12,1,Bug
2.6.27,ext4: sync up block and inode bitmap reading functions,misc->code,2,33,26,Maintenance
2.6.27,ext4: Allow read/only mounts with corrupted block group checksums,super,1,23,1,Reliability
2.6.27,ext4: Fix data corruption when writing to prealloc area,extent,1,23,18,Bug
2.6.27,ext4: Documention update for new ordered mode and delayed allocation,misc->doc,1,14,7,Maintenance
2.6.27,ext4: do not set extents feature from the kernel,"inode,super",2,18,9,Reliability
2.6.27,ext4: Don't allow nonextenst mount option for large filesystem,super,1,15,0,Reliability
2.6.27,ext4: Enable delalloc by default.,misc->code,1,22,1,Maintenance
2.6.27,ext4: delayed allocation i_blocks fix for stat,inode,3,29,0,Bug
2.6.27,ext4: fix delalloc i_disksize early update issue,inode,1,47,16,Bug
2.6.27,ext4: Handle page without buffers in ext4_*_writepage(),inode,1,124,45,Reliability
2.6.27,ext4: Add ordered mode support for delalloc,inode,2,58,10,Feature
2.6.27,ext4: Invert lock ordering of page_lock and transaction start in delalloc,"extent,inode",2,152,59,Bug
2.6.27,ext4: delayed allocation ENOSPC handling,"balloc,dir,extent,inode,super",9,257,50,Feature
2.6.27,percpu_counter: new function percpu_counter_sum_and_set,misc->api,3,6,17,Maintenance
2.6.27,ext4: Add delayed allocation support in data=writeback mode,inode,3,700,6,Feature
2.6.27,ext4: Use new framework for data=ordered mode in JBD2,"inode,super",4,59,112,Feature
2.6.27,ext4: Fix lock inversion in ext4_ext_truncate(),extent,1,4,3,Bug
2.6.27,ext4: Invert the locking order of page_lock and transaction start,"extent,inode",3,155,156,Bug
2.6.27,ext4: Use page_mkwrite vma_operations to get mmap write notification.,"file,inode",3,80,1,Bug
2.6.27,ext4: Documentation updates.,misc->doc,1,62,44,Maintenance
2.6.27,ext4: fix online resize with mballoc,"balloc,resize",3,234,56,Bug
2.6.27,ext4: use atomic functions to set bh_state,extent,1,3,4,Bug
2.6.27,ext4: Set journal pointer to NULL when journal is released,super,1,2,0,Bug
2.6.27,ext4: mballoc avoid use root reserved blocks for non root allocation,balloc,3,41,19,Bug
2.6.27,ext4: call blkdev_issue_flush on fsync,file,1,4,0,Bug
2.6.27,ext4: cleanup block allocator,misc->code,5,84,59,Maintenance
2.6.27,ext4: Use inode preallocation with -o noextents,"balloc,extent,inode,xattr",5,95,24,Performance
2.6.27,ext4: fix ext4_init_block_bitmap() for metablock block group,balloc,1,1,6,Bug
2.6.27,ext4: Fix sparse warning,misc->code,7,23,23,Maintenance
2.6.27,ext4: cleanup never-used magic numbers from htree code,misc->code,1,2,2,Maintenance
2.6.27,ext4: Fix ext4_ext_journal_restart() to reflect errors up to the caller,extent,1,8,11,Bug
2.6.27,ext4: Make ext4_ext_find_extent fills ext_path completely,extent,1,4,1,Bug
2.6.27,ext4: return error when calling ext4_ext_split failed,extent,1,2,0,Bug
2.6.27,ext4: Update i_disksize properly when allocating from fallocate area.,extent,1,3,3,Bug
2.6.27,ext4: remove quota allocation when ext4_mb_new_blocks fails,balloc,1,6,4,Bug
2.6.27,ext4: remove redundant code in ext4_fill_super(),misc->code,1,0,5,Maintenance
2.6.27,ext4: New inode allocation for FLEX_BG meta-data groups.,"balloc,inode,super",6,209,1,Feature
2.6.27,ext4: replace __FUNCTION__ occurrences,misc->code,2,9,9,Maintenance
2.6.27,ext4: fix error processing in mb_free_blocks,balloc,1,5,8,Bug
2.6.27,ext4: error proc entry creation when the fs/ext4 is not correctly created,balloc,1,4,0,Bug
2.6.27,ext4: fix build failure if DX_DEBUG is enabled,misc->compile,1,10,9,Maintenance
2.6.27,ext4: Remove unused variable from ext4_show_options,misc->code,1,0,1,Maintenance
2.6.27,ext4: Rename read_block_bitmap() to ext4_read_block_bitmap(),misc->api,4,13,13,Maintenance
2.6.27,ext4: remove double definitions of xattr macros,misc->code,2,2,6,Maintenance
2.6.27,ext4: miscellaneous error checks and coding cleanups for mballoc,misc->code,1,7,7,Maintenance
2.6.27,ext4: add error processing when calling ext4_mb_init_cache in mballoc,balloc,1,20,7,Bug
2.6.27,ext4: Fix ext4_mb_init_cache return error,balloc,1,1,0,Bug
2.6.27,ext4: improve some code in rb tree part of dir.c,misc->code,1,4,10,Maintenance
2.6.27,ext4: switch to seq_files,misc->code,1,34,34,Maintenance
2.6.27,ext4: Use BUG_ON() instead of BUG(),misc->api,1,1,2,Maintenance
2.6.27,ext4: start searching for the right extent from the goal group.,balloc,1,6,4,Bug
2.6.27,"ext4: fix comments to say ""ext4""",misc->code,0,0,0,Maintenance
2.6.27,ext4: Fix mb_find_next_bit not to return larger than max,balloc,1,12,8,Bug
2.6.27,ext4: validate directory entry data before use,dir,1,12,10,Bug
2.6.27,ext4: handle deleting corrupted indirect blocks,inode,1,15,1,Bug
2.6.27,ext4: handle corrupted orphan list at mount,inode,3,24,6,Bug
2.6.28,"revert ""percpu_counter: new function percpu_counter_sum_and_set""",balloc,3,6,17,Bug
2.6.28,ext4: add checksum calculation when clearing UNINIT flag in ext4_new_inode,inode,1,2,0,Bug
