Version,Description,Component,Files_Modified,Lines_Added,Lines_Removed,Patch_Type
2.6.4,[XFS] Merge missing mount stripe-unit/width-alignment check.,super,1,1,0,Bug
2.6.4,[XFS] Fix the by-handle attr list interface (used by xfsdump) for security attrs.,misc->code,0,0,0,Maintenance
2.6.4,[XFS] only lock pagecache pages,misc->code,0,0,0,Maintenance
2.6.4,"[XFS] Implement mrlocks on top of rwsems, instead of using our own mrlock code.",misc->code,0,0,0,Maintenance
2.6.4,"[XFS] Fix length of mount argument path strings, off by one.",other,1,5,5,Bug
2.6.4,[XFS] Fix log recovery case when have v2 log with size >32K and we have a,journal,1,2,3,Bug
2.6.4,[XFS] plug race in pagebuf freeing,file,1,16,31,Bug
2.6.4,[XFS] kill some dead constants from pagebuf,misc->code,0,0,0,Maintenance
2.6.4,[XFS] Remove some dead debug code,misc->code,0,0,0,Maintenance
2.6.4,[XFS] release i_sem before going into dmapi queues,file,2,20,1,Performance
2.6.4,"[XFS] Remove PBF_SYNC buffer flag, unused for some time now.",misc->code,0,0,0,Maintenance
2.6.4,[XFS] DMAPI deadlock prevention when interacting with the IO path.,"file,vfs",3,11,7,Bug
2.6.4,[XFS] Version 2 log fixes - remove l_stripemask and add v2 log stripe,misc->code,0,0,0,Maintenance
2.6.4,[XFS] fix up some debug log code for when XFS_LOUD_RECOVERY is turned on.,misc->code,0,0,0,Maintenance
2.6.4,[XFS] Sort out some minor differences between trees.,misc->code,0,0,0,Maintenance
2.6.4,[XFS] zero log buffer during initialization at mount time,journal,1,1,1,Reliability
2.6.4,[XFS] Fix out-of-space deadlock when flushing delalloc data with pages locked under write.,super,1,1,1,Bug
2.6.4,[PATCH] xfs: filemap_flush() unresolved,misc->compile,0,0,0,Maintenance
2.6.5,"[XFS] Fix up mrlock debug code, and ensure its only built under DEBUG.",misc->code,0,0,0,Maintenance
2.6.5,[XFS] Remove dup fdatasync/fdatawait call on fsync.  Means we no longer,misc->code,0,0,0,Maintenance
2.6.5,"[XFS] Use PFLAGS_RESTORE_FSTRANS in place of PFLAGS_RESTORE, only restore",journal,2,17,9,Bug
2.6.5,[XFS] use ssize_t to store VOP_READ/VOP_WRITE return value.,misc->code,0,0,0,Maintenance
2.6.5,[XFS] Add space for inode and allocation btrees to ITRUNCATE log reservation.,misc->code,0,0,0,Maintenance
2.6.5,[XFS] Define a new superblock field for more feature bits.  Take the last,misc->code,0,0,0,Maintenance
2.6.5,[XFS] Fix debug builds - need sb_features2 details in endian translation code.,misc->compile,0,0,0,Maintenance
2.6.5,[XFS] Use unsigned long long for end_offset so we don't overflow it.,file,1,4,4,Bug
2.6.5,[XFS] Reenable non-block flag for DMAPI.,misc->code,0,0,0,Maintenance
2.6.5,[XFS] Reinstate some accidentally dropped log IO error injection code.,misc->code,0,0,0,Maintenance
2.6.5,"[XFS] Fix r/o check in xfs_ioc_space, fix checks on xfs_swapext validity.","extent,ioctl",2,21,13,Bug
2.6.5,[XFS] Fix shortform attr flags botch affecting listxattr - from Andreas Gruenbacher.,misc->code,0,0,0,Maintenance
2.6.5,"[XFS] Disallow logbufs=0 unless the correct compilation flags used,",vfs,1,5,2,Bug
2.6.5,[XFS] Ensure sb not flushed async on a SYNC_WAIT sync.  Fixed by Bart Samwel.,vfs,1,4,2,Bug
2.6.5,[XFS] Make the XFS access checks like the other Linux filesystems for DAC.,misc->code,0,0,0,Maintenance
2.6.5,[XFS] Be explicit in adding in the non-transactional data to the reservation,journal,3,24,27,Bug
2.6.6,[XFS] use kmem_alloc for noaddr buffers,misc->code,0,0,0,Maintenance
2.6.6,[XFS] kill the pagebuf vs xfs_buf confusion,misc->code,0,0,0,Maintenance
2.6.6,[XFS] really kill the pagebuf vs xfs_buf confusion,misc->code,0,0,0,Maintenance
2.6.6,[XFS] clarify pagebuf page lookup logic,misc->code,0,0,0,Maintenance
2.6.6,"[XFS] Use pgoff_t for page indices, and remove other type confusion",misc->code,0,0,0,Maintenance
2.6.6,"[XFS] Fix a very hard-to-hit, small-block-size only corruption.",file,1,19,13,Bug
2.6.6,[XFS] Fix delayed write buffer handling to use the correct list,"file,super,other",4,63,102,Reliability
2.6.6,"[XFS] Make buffer error checking consistent, add a value range check.",file,2,4,3,Reliability
2.6.6,[XFS] Return the right error code on an ACL xattr version mismatch.,xattr,1,1,1,Bug
2.6.6,[XFS] Correct the (file size >= stripe unit) check inside,file,1,4,3,Bug
2.6.6,[XFS] Only use paprivate to track page state for page cache pages,misc->code,0,0,0,Maintenance
2.6.6,"[XFS] Fix some cases where we returned fill_super success, instead",super,1,10,6,Bug
2.6.6,[XFS] Allow xfsbufd flush intervals to take immediate effect after changing the flush sysctl value.  Fix from Bart Samwel.,misc->code,0,0,0,Maintenance
2.6.6,[XFS] Use USER_HZ in XFS sysctl interfaces.  Fix from Bart Samwel.,misc->code,0,0,0,Maintenance
2.6.6,[XFS] Bump up age_buffer and sync_interval maxima for laptop mode.  From Bart Samwel.,misc->code,0,0,0,Maintenance
2.6.6,[XFS] Fix for the xfs dir2 rebalance bug.,dir,1,23,2,Reliability
2.6.6,[XFS] Fix vmtruncate abuse in the XFS setattr ATTR_SIZE operation.,misc->code,0,0,0,Maintenance
2.6.6,[XFS] cleanup pagebuf flag usage and simplify pagebuf_free.,misc->code,0,0,0,Maintenance
2.6.6,[XFS] Fix up a trivial merge botch.,misc->code,0,0,0,Maintenance
2.6.6,[PATCH] lockfs - xfs bits,misc->code,0,0,0,Maintenance
2.6.6,[XFS] Don't reset buffer offset before using it.,file,1,1,1,Bug
2.6.6,[XFS] Revive an accidentally dropped pagesize > blocksize assert.,file,1,1,0,Reliability
2.6.6,[XFS] Fix dmapi/mprotect interaction,misc->code,0,0,0,Maintenance
2.6.6,[XFS] Remove <linux/mman.h> now that linvfs_mprotect doesn't need it.,misc->code,0,0,0,Maintenance
2.6.6,[XFS] close external blockdevice after final flush,"file,super,other",7,99,121,Reliability
2.6.6,[PATCH] fix WARN_ON on XFS module unload,super,1,2,2,Bug
2.6.7,[PATCH] Update laptop mode control script with XFS_HZ=100,misc->doc,0,0,0,Maintenance
2.6.7,[PATCH] Export `laptop_mode' for XFS,misc->code,0,0,0,Maintenance
2.6.7,[PATCH] Laptop mode control script support for XFS *_centisecs sysctl values.,misc->doc,0,0,0,Maintenance
2.6.7,[PATCH] Increase xfsbufd_centisecs when in laptop mode,misc->doc,0,0,0,Maintenance
2.6.7,[XFS] Prep for using dmapi code outside of xfs tree,misc->code,0,0,0,Maintenance
2.6.7,"[XFS] Remove extraneous vmtruncate call, missed in earlier merge.",misc->code,0,0,0,Maintenance
2.6.7,"[XFS] Remove xfs_iaccess checks on security namespace, needs to be",misc->code,0,0,0,Maintenance
2.6.7,[XFS] Remove some recent dmapi changes,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Dmapi preunmount event references null pointer,"vfs,super",2,6,3,Bug
2.6.7,[XFS] Remove unused transaction pointer from bulkstat.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Bump the kmalloc/vmalloc cutoff up to 128k.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Properly account for clustered pages in the writeout path,file,1,25,12,Bug
2.6.7,[XFS] xfs_iomap_write_delay() was doing speculative allocations,file,1,27,1,Bug
2.6.7,[XFS] fix direct user memory dereference in bulkstat,inode,1,14,8,Reliability
2.6.7,[XFS] Remove the 128K limitation on pagebuf_get_no_daddr() and allow,misc->code,0,0,0,Maintenance
2.6.7,"[XFS] Make uses of extended inode flags consistent, remove duplicated code.",misc->code,0,0,0,Maintenance
2.6.7,"[XFS] Fix some compiler warnings, mark cmn_err as printflike.",misc->compile,0,0,0,Maintenance
2.6.7,[XFS] Fixup a couple of incorrect xfs_trans_commit calls (bad,resize,2,3,2,Bug
2.6.7,[XFS] Merge final laptop mode patch (xfssyncd) from Bart Samwel.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Remove speculative preallocation from linvfs_get_block_core.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Add support for allocating additional file space in,"file,super,other",5,40,3,Feature
2.6.7,[XFS] Export/import tunable time intervals as centisecs not jiffies.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Switch all XFSDEBUG to DEBUG,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Fix a use-after-free during transaction commit when the log,journal,2,25,14,Bug
2.6.7,[XFS] Use set_current_state instead of direct current->state assignment.,file,2,4,4,Bug
2.6.7,[XFS] Fix sendfile return code to be ssize_t in all places.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Change xfs_contig_bits to work on 32/64 and both endian styles.,"journal,other",2,34,36,Reliability
2.6.7,[XFS] Use macros instead of inlines for spinlock wrappers to aid,misc->api,0,0,0,Maintenance
2.6.7,[XFS] guard against unused var in new mutex_spinunlock #define,misc->code,0,0,0,Maintenance
2.6.7,"[XFS] Remove xfs_swappable code, its not useful on Linux.",misc->code,0,0,0,Maintenance
2.6.7,"[XFS] Remove no-longer-used variable in log write code, and a",misc->code,0,0,0,Maintenance
2.6.7,[XFS] Remove unused xfs_trans_bhold_until_committed and related macros.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Rename a subdirectory to make life easier for people (esp.,misc->code,0,0,0,Maintenance
2.6.7,[XFS] Fix overflow in mapping test at offsets of 2^63-1 bytes,file,1,1,1,Bug
2.6.7,[XFS] Don't leak locked pages on readahead failure,file,1,6,3,Bug
2.6.8,"[XFS] No longer hold the BKL for the entire ioctl operation,",file,1,6,2,Performance
2.6.8,[XFS] Remove a couple of redundant NULL parent inode pointer checks.,misc->code,0,0,0,Maintenance
2.6.8,"[XFS] Fix xfs_lowbit64, it mishandled zero in the high bits.","other,volume",2,18,12,Bug
2.6.8,"[XFS] sparse: fix uses of macros before their definitions, etc.",misc->code,0,0,0,Maintenance
2.6.8,[XFS] Change things to use new version of xfs_dm_init/xfs_dm_exit,misc->api,0,0,0,Maintenance
2.6.8,[XFS] Fix non-dmapi build,misc->compile,0,0,0,Maintenance
2.6.8,[XFS] Ensure buffers that map to unwritten extents are only submitted,file,1,7,2,Bug
2.6.8,[XFS] Sanitise the ACL initialisation macros.,misc->code,0,0,0,Maintenance
2.6.8,"[XFS] Remove unused MAC macros, never needed on Linux.",misc->code,0,0,0,Maintenance
2.6.8,"[XFS] Remove the one remaining, broken use of XFS_WRITEIO_LOG and",misc->code,0,0,0,Maintenance
2.6.8,[XFS] Fix flags argument to xfs_incore call on attr removal.,xattr,1,3,3,Bug
2.6.8,[XFS] Fix a race condition in the undo-delayed-write buffer routine.,file,2,15,18,Bug
2.6.8,[XFS] Fix up memory allocators to be more resilient.,"other,file,super",5,216,97,Reliability
2.6.8,[XFS] Fix for NFS+XFS data corruption problem.,file,1,15,8,Bug
2.6.8,[XFS] Fix up highmem build and error handling on inode shrink register.,super,2,8,0,Bug
2.6.8,[PATCH] symlink 6/9: xfs,inode,1,20,11,Bug
2.6.8,[XFS] Don't dereference buffer after pagebuf_iostrategy(),file,1,5,1,Bug
2.6.9,[XFS] Permit buffered writes to the real-time subvolume.,"balloc,file,journal",3,56,5,Feature
2.6.9,[XFS] Sync up with the 2.4 fix for updating i_size under i_sem.,misc->doc,0,0,0,Maintenance
2.6.9,[XFS] Update documentation.,misc->doc,0,0,0,Maintenance
2.6.9,[XFS] Export blk_get_backing_dev_info for filesystems to use.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Revert to using a separate inode for metadata buffers once more.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Remove unneeded escape from printed string.  From Chris Wedgwood.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] sparse: remove unneeded casts for user buffers.  From Chris Wedgwood.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] sparse: annotate source for user pointers.  From Chris Wedgwood.,"xattr,balloc,extent,inode",8,27,27,Reliability
2.6.9,[XFS] sparse: annotate quota source for user pointers.  From Chris Wedgwood.,quota,2,2,2,Reliability
2.6.9,[XFS] sparse: annotate vfs interfaces for user pointers.  From Chris Wedgwood.,"file,ioctl,inode,other",8,39,39,Reliability
2.6.9,[XFS] sparse: fix warnings in debug/tracing code.  From Chris Wedgwood.,misc->compile,0,0,0,Maintenance
2.6.9,"[XFS] Removed xfs_iflush_all and all usages of vn_purge, except one",misc->code,0,0,0,Maintenance
2.6.9,[XFS] Fix a possible data loss issue after an unaligned unwritten,file,1,2,1,Bug
2.6.9,"[XFS] Fix xfs_off_t to be signed, not unsigned; valid warnings emitted",misc->compile,0,0,0,Maintenance
2.6.9,"[XFS] xfs_Gqm_init cannot fail, dont check return value.",misc->code,0,0,0,Maintenance
2.6.9,[XFS] sparse: fix header include order to get cpp macros defined,misc->code,0,0,0,Maintenance
2.6.9,[XFS] sparse: rework previous mods to fix warnings in DMAPI code.,misc->compile,0,0,0,Maintenance
2.6.9,[XFS] sparse: fix warnings in IO path tracing code.  From Chris Wedgwood.,misc->compile,0,0,0,Maintenance
2.6.9,[XFS] sparse: fix uses of NULL in place of zero and vice versa.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] sparse: fix remaining NULL vs zero uses.,misc->code,0,0,0,Maintenance
2.6.9,"[XFS] Restored xfs_iflush_all, which is still used to finish reclaims.",misc->code,0,0,0,Maintenance
2.6.9,[XFS] Fix signed/unsigned issues in xfs_reserve_blocks routine.,resize,1,4,5,Bug
2.6.9,[XFS] Add filesystem size limit even when XFS_BIG_BLKNOS is,super,1,11,6,Reliability
2.6.9,[XFS] Code checks to trap access to fsb zero.,"balloc,file,tree",5,101,18,Reliability
2.6.9,[XFS] Fix accidental reverting of sync write preallocations.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Fix a blocksize-smaller-than-pagesize hang when writing buffers,file,1,6,2,Bug
2.6.9,[XFS] Fix lock leak in xfs_free_file_space,vfs,1,6,2,Bug
2.6.9,[XFS] Add support for unsetting realtime flag on realtime file which,vfs,1,5,2,Feature
2.6.9,[XFS] Remove several macros which are no longer used anywhere.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Use sparse whitespace approach that Al took to be more consistent.  Couple more sparse fixes.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Add a realtime inheritance bit for directory inodes so new,inode,4,43,20,Feature
2.6.9,[XFS] Add 32bit ioctl translation,ioctl,6,220,8,Feature
2.6.9,[XFS] avoid using pid_t in ioctl ABI,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Fix up handling of SB versionnum when filesystem on disk has,super,1,3,3,Bug
2.6.9,[PATCH] annotation of xfs sendfile,file,4,4,4,Reliability
2.6.9,"[XFS] Change DMAPI dm_punch_hole to punch holes, rather than just",misc->code,0,0,0,Maintenance
2.6.9,[XFS] Support for default quota limits via the zero dquot (ala grace times).,quota,7,199,66,Feature
2.6.9,[XFS] Fix warnings in xfs_bmap.c,misc->compile,0,0,0,Maintenance
2.6.9,"[XFS]Ensure maxagi not updated early during growfs, conflicts with","resize,super",3,11,7,Bug
2.6.9,[XFS] Export sync_page_range to fix O_SYNC in XFS.,misc->code,0,0,0,Maintenance
2.6.9,[XFS] Rework parts of the write path so that when a direct write,file,2,130,107,Reliability
2.6.9,[XFS] Fix O_SYNC flushing in XFS which regressed with concurrent,file,1,20,19,Bug
2.6.9,[XFS] Fix compiler warnings on IA64 builds in ioctl compat code.,misc->compile,0,0,0,Maintenance
2.6.9,[XFS] Fix up header length miscalculation affecting version 1 logs.,journal,1,7,3,Bug
2.6.9,"[XFS] Remove a readahead page allocation failure warning, this will",misc->code,0,0,0,Maintenance
2.6.9,[XFS] Fix use of AIO wait_on_sync_kiocb and a deadlock in O_SYNC,file,2,10,7,Bug
2.6.9,[PATCH] Fix generic direct IO code for XFS,file,3,48,26,Bug
2.6.9,[XFS] Fix incorrect use of do_div on realtime device growfs code path.,volume,1,4,2,Bug
2.6.9,[XFS] Fix some locking oddities in extended attributes code (ilock,xattr,1,13,19,Performance
2.6.9,[XFS] Convert to list_for_each_entry_safe form in reclaim list walk.,misc->api,0,0,0,Maintenance
2.6.9,[XFS] Ensure bytes read statistic is not updated when the generic,file,1,9,8,Bug
2.6.9,[XFS] Need to vn_revalidate after dm_set_fileattr,file,1,2,0,Bug
2.6.9,[XFS] Ensure we update the wbc pages skipped count correctly when,file,1,6,3,Reliability
2.6.9,"[XFS] Add nosymlinks inode flag for the security folks, reserve","file,other,inode,vfs",9,55,19,Feature
2.6.9,[XFS] handle nfs requesting ino 0 gracefully,"inode,super,vfs",3,31,41,Reliability
2.6.9,[XFS] fix handling of bad inodes,"inode,super,vfs",6,46,25,Bug
2.6.9,"[XFS] Update XFS quota header - add macros, use standard gpl template.",misc->code,0,0,0,Maintenance
2.6.9,"[XFS] Make xfssyncd more generic, hand off out-of-space flushing to it;","super,vfs",4,135,30,Bug
2.6.9,"[XFS] Remove crufty old cap/mac code - never used, never compiled, gone.",misc->code,0,0,0,Maintenance
2.6.9,[XFS] Fix merge botch affecting xfs_setattr for realtime files.,vfs,1,5,5,Bug
2.6.9,"[XFS] Fix sync issues - use correct writepage page re-dirty interface,",file,1,19,12,Bug
2.6.9,[XFS] Fix up write_inode return type to use the right signedness.,super,1,3,3,Bug
2.6.9,"[XFS] Fix regression when running in laptop mode, causes hangs on sync.",super,1,10,3,Bug
2.6.9,[XFS] fix a freeze/thaw deadlock,ioctl,5,11,8,Bug
2.6.9,[PATCH] fix for fsync ignoring writing errors,super,1,3,1,Bug
2.6.10,[PATCH] Fix an XFS direct I/O deadlock,file,2,45,14,Bug
2.6.10,[XFS] Add xfs_rotorstep sysctl for controlling placement of extents for,"other,balloc",5,23,4,Feature
2.6.10,[XFS] Allow the option of skipping quotacheck processing.,"quota,super",5,43,34,Feature
2.6.10,[XFS] remove useless S_ISREG check in ->mmap and ->mprotect,misc->code,0,0,0,Maintenance
2.6.10,[XFS] split pagebuf_get into xfs_buf_get_flags and xfs_buf_read_flags.,misc->code,0,0,0,Maintenance
2.6.10,[XFS] handle inode creating race,"super,inode,quota,journal,vfs",15,75,44,Bug
2.6.10,[XFS] call the right function in pagebuf_readahead,misc->code,0,0,0,Maintenance
2.6.10,[XFS] Wait for all async buffers to complete before tearing down the,"file,super",4,42,0,Bug
2.6.10,[XFS] xfs reservation issues with xlog_sync roundoff,journal,3,33,32,Bug
2.6.10,[XFS] Low memory allocation improvements (quietness and blockdev,"file,other",3,18,14,Reliability
